trial,stim,target_side,matching_flipped,presented_intensity,intensity_match,intensity_difference,start_time,stop_time,duration,time_of_day
JV_20230808_a-matching-0.results_14,sbc,Left,False,0.49,0.55,0.061,14:09,14:09,14,Noon
JV_20230808_a-matching-0.results_15,catch_trial_white_3,Left,False,0.5,0.241,-0.259,14:09,14:10,15,Noon
JV_20230808_a-matching-0.results_16,checkerboard,Right,False,0.5,0.52,0.021,14:10,14:10,17,Noon
JV_20230808_a-matching-0.results_17,bullseye_low_separate,Right,False,0.49,0.425,-0.065,14:10,14:11,33,Noon
JV_20230808_a-matching-0.results_18,bullseye_low_separate,Left,False,0.49,0.465,-0.024,14:11,14:11,14,Noon
JV_20230808_a-matching-0.results_19,sbc_separate,Left,True,0.51,0.548,0.039,14:11,14:11,13,Noon
JV_20230808_a-matching-0.results_20,bullseye_high_freq,Left,True,0.5,0.468,-0.031,14:11,14:11,18,Noon
JV_20230808_a-matching-0.results_21,checkerboard,Left,False,0.5,0.524,0.025,14:11,14:12,29,Noon
JV_20230808_a-matching-2.results_0,catch_trial_white_3,Right,False,0.5,0.231,-0.269,14:18,14:18,11,Noon
JV_20230808_a-matching-2.results_1,whites_separate,Right,True,0.5,0.452,-0.047,14:18,14:18,20,Noon
JV_20230808_a-matching-2.results_2,whites_separate,Left,True,0.5,0.487,-0.013,14:18,14:19,10,Noon
JV_20230808_a-matching-2.results_3,whites,Left,False,0.49,0.53,0.041,14:19,14:19,27,Noon
JV_20230808_a-matching-2.results_4,strip,Left,False,0.51,0.542,0.033,14:19,14:19,17,Noon
JV_20230808_a-matching-2.results_5,catch_trial_black_3,Left,False,0.5,0.374,-0.126,14:19,14:20,17,Noon
JV_20230808_a-matching-2.results_6,bullseye_high_freq,Right,True,0.49,0.46,-0.029,14:20,14:20,16,Noon
JV_20230808_a-matching-2.results_7,bullseye_high_freq,Left,False,0.49,0.495,0.006,14:20,14:20,21,Noon
JV_20230808_a-matching-2.results_8,sbc_separate,Right,True,0.5,0.491,-0.009,14:20,14:20,9,Noon
JV_20230808_a-matching-2.results_9,checkerboard,Right,True,0.49,0.529,0.04,14:20,14:21,19,Noon
JV_20230808_a-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.192,-0.308,14:21,14:21,8,Noon
JV_20230808_a-matching-2.results_11,sbc,Right,False,0.51,0.386,-0.124,14:21,14:21,12,Noon
JV_20230808_a-matching-2.results_12,sbc,Left,True,0.51,0.533,0.024,14:21,14:21,19,Noon
JV_20230808_a-matching-2.results_13,checkerboard_separate,Left,False,0.5,0.451,-0.048,14:21,14:22,12,Noon
JV_20230808_a-matching-2.results_14,strip,Right,False,0.51,0.52,0.011,14:22,14:22,14,Noon
JV_20230808_a-matching-2.results_15,catch_trial_black_3,Right,False,0.5,0.361,-0.139,14:22,14:22,12,Noon
JV_20230808_a-matching-2.results_16,whites,Right,False,0.49,0.432,-0.057,14:22,14:22,17,Noon
JV_20230808_a-matching-2.results_17,bullseye_low_separate,Left,False,0.51,0.497,-0.013,14:23,14:23,19,Noon
JV_20230808_a-matching-2.results_18,sbc_separate,Left,False,0.5,0.577,0.077,14:23,14:23,12,Noon
JV_20230808_a-matching-2.results_19,checkerboard,Left,True,0.49,0.488,-0.002,14:23,14:24,19,Noon
JV_20230808_a-matching-2.results_20,checkerboard_separate,Right,False,0.5,0.494,-0.006,14:24,14:24,22,Noon
JV_20230808_a-matching-2.results_21,bullseye_low_separate,Right,False,0.51,0.46,-0.049,14:24,14:24,12,Noon
JV_20230808_a-matching-1.results_0,catch_trial_white_3,Left,False,0.5,0.193,-0.307,14:12,14:12,15,Noon
JV_20230808_a-matching-1.results_1,sbc_separate,Right,False,0.49,0.442,-0.047,14:12,14:12,16,Noon
JV_20230808_a-matching-1.results_2,whites_separate,Right,False,0.49,0.383,-0.106,14:12,14:13,18,Noon
JV_20230808_a-matching-1.results_3,bullseye_low_separate,Right,False,0.5,0.445,-0.054,14:13,14:14,10,Noon
JV_20230808_a-matching-1.results_4,sbc,Right,True,0.5,0.4,-0.099,14:14,14:14,10,Noon
JV_20230808_a-matching-1.results_5,catch_trial_white_3,Right,False,0.5,0.196,-0.304,14:14,14:14,7,Noon
JV_20230808_a-matching-1.results_6,checkerboard_separate,Right,True,0.49,0.535,0.046,14:14,14:14,23,Noon
JV_20230808_a-matching-1.results_7,checkerboard_separate,Left,True,0.49,0.455,-0.034,14:14,14:14,18,Noon
JV_20230808_a-matching-1.results_8,whites,Left,False,0.51,0.561,0.052,14:14,14:15,11,Noon
JV_20230808_a-matching-1.results_9,strip,Left,True,0.5,0.535,0.036,14:15,14:15,10,Noon
JV_20230808_a-matching-1.results_10,catch_trial_black_3,Left,False,0.5,0.356,-0.144,14:15,14:15,10,Noon
JV_20230808_a-matching-1.results_11,checkerboard,Right,True,0.51,0.578,0.068,14:15,14:15,11,Noon
JV_20230808_a-matching-1.results_12,sbc_separate,Left,True,0.49,0.514,0.025,14:15,14:15,14,Noon
JV_20230808_a-matching-1.results_13,bullseye_high_freq,Right,True,0.51,0.501,-0.009,14:15,14:16,14,Noon
JV_20230808_a-matching-1.results_14,strip,Right,False,0.5,0.524,0.025,14:16,14:16,16,Noon
JV_20230808_a-matching-1.results_15,catch_trial_black_3,Right,False,0.5,0.377,-0.123,14:16,14:16,14,Noon
JV_20230808_a-matching-1.results_16,bullseye_low_separate,Left,True,0.5,0.527,0.028,14:16,14:16,13,Noon
JV_20230808_a-matching-1.results_17,whites_separate,Left,False,0.49,0.583,0.093,14:16,14:17,10,Noon
JV_20230808_a-matching-1.results_18,checkerboard,Left,True,0.51,0.514,0.005,14:17,14:17,12,Noon
JV_20230808_a-matching-1.results_19,whites,Right,False,0.51,0.43,-0.08,14:17,14:17,19,Noon
JV_20230808_a-matching-1.results_20,sbc,Left,True,0.5,0.566,0.066,14:17,14:17,14,Noon
JV_20230808_a-matching-1.results_21,bullseye_high_freq,Left,True,0.51,0.532,0.023,14:17,14:18,16,Noon
KF_20230810_b-matching-1.results_0,catch_trial_white_3,Right,False,0.5,0.585,0.085,11:31,11:31,8,Late Morning
KF_20230810_b-matching-1.results_1,checkerboard_separate,Right,False,0.49,0.631,0.141,11:31,11:31,9,Late Morning
KF_20230810_b-matching-1.results_2,sbc_separate,Right,False,0.49,0.664,0.175,11:31,11:31,19,Late Morning
KF_20230810_b-matching-1.results_3,strip,Left,False,0.5,0.491,-0.009,11:31,11:32,11,Late Morning
KF_20230810_b-matching-1.results_4,checkerboard_separate,Left,True,0.49,0.484,-0.006,11:32,11:32,16,Late Morning
KF_20230810_b-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.58,0.08,11:32,11:32,9,Late Morning
KF_20230810_b-matching-1.results_6,bullseye_high_freq,Left,True,0.51,0.534,0.025,11:32,11:32,18,Late Morning
KF_20230810_b-matching-1.results_7,bullseye_high_freq,Right,True,0.51,0.512,0.003,11:32,11:32,4,Late Morning
KF_20230810_b-matching-1.results_8,sbc_separate,Left,False,0.49,0.504,0.015,11:32,11:33,12,Late Morning
KF_20230810_b-matching-1.results_9,whites,Left,False,0.51,0.607,0.097,11:33,11:33,5,Late Morning
KF_20230810_b-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.598,0.098,11:33,11:33,9,Late Morning
KF_20230810_b-matching-1.results_11,bullseye_low_separate,Right,False,0.5,0.437,-0.063,11:33,11:33,8,Late Morning
KF_20230810_b-matching-1.results_12,whites_separate,Right,False,0.49,0.368,-0.122,11:33,11:33,10,Late Morning
KF_20230810_b-matching-1.results_13,strip,Right,False,0.5,0.582,0.082,11:33,11:33,3,Late Morning
KF_20230810_b-matching-1.results_14,checkerboard,Right,True,0.51,0.533,0.024,11:33,11:33,12,Late Morning
KF_20230810_b-matching-1.results_15,catch_trial_black_3,Left,False,0.5,0.572,0.072,11:33,11:34,19,Late Morning
KF_20230810_b-matching-1.results_16,checkerboard,Left,True,0.51,0.471,-0.039,11:34,11:34,9,Late Morning
KF_20230810_b-matching-1.results_17,whites,Right,False,0.51,0.462,-0.047,11:34,11:34,9,Late Morning
KF_20230810_b-matching-1.results_18,sbc,Left,True,0.5,0.61,0.11,11:34,11:34,16,Late Morning
KF_20230810_b-matching-1.results_19,bullseye_low_separate,Left,False,0.5,0.528,0.029,11:34,11:34,11,Late Morning
KF_20230810_b-matching-1.results_20,whites_separate,Left,False,0.49,0.558,0.069,11:34,11:35,11,Late Morning
KF_20230810_b-matching-1.results_21,sbc,Right,True,0.5,0.496,-0.004,11:35,11:35,7,Late Morning
KF_20230810_b-matching-0.results_0,catch_trial_white_3,Left,False,0.5,0.466,-0.033,11:24,11:25,45,Late Morning
KF_20230810_b-matching-0.results_1,checkerboard_separate,Right,True,0.51,0.468,-0.041,11:25,11:25,48,Late Morning
KF_20230810_b-matching-0.results_2,strip,Right,True,0.49,0.483,-0.007,11:25,11:26,18,Late Morning
KF_20230810_b-matching-0.results_3,checkerboard,Left,True,0.5,0.503,0.004,11:26,11:26,7,Late Morning
KF_20230810_b-matching-0.results_4,sbc_separate,Left,True,0.51,0.569,0.059,11:26,11:26,15,Late Morning
KF_20230810_b-matching-0.results_5,catch_trial_white_3,Right,False,0.5,0.5,0.0,11:26,11:26,16,Late Morning
KF_20230810_b-matching-0.results_6,bullseye_high_freq,Right,True,0.5,0.513,0.014,11:26,11:27,16,Late Morning
KF_20230810_b-matching-0.results_7,bullseye_low_separate,Left,False,0.49,0.543,0.054,11:27,11:27,22,Late Morning
KF_20230810_b-matching-0.results_8,checkerboard_separate,Left,True,0.51,0.529,0.02,11:27,11:27,15,Late Morning
KF_20230810_b-matching-0.results_9,whites_separate,Left,True,0.51,0.599,0.089,11:27,11:27,7,Late Morning
KF_20230810_b-matching-0.results_10,catch_trial_black_3,Left,False,0.5,0.545,0.046,11:27,11:28,21,Late Morning
KF_20230810_b-matching-0.results_11,whites_separate,Right,True,0.51,0.555,0.046,11:28,11:28,12,Late Morning
KF_20230810_b-matching-0.results_12,whites,Right,False,0.5,0.688,0.188,11:28,11:28,3,Late Morning
KF_20230810_b-matching-0.results_13,strip,Left,False,0.49,0.433,-0.056,11:28,11:28,23,Late Morning
KF_20230810_b-matching-0.results_14,whites,Left,False,0.5,0.5,0.0,11:28,11:29,28,Late Morning
KF_20230810_b-matching-0.results_15,catch_trial_black_3,Right,False,0.5,0.506,0.007,11:29,11:29,5,Late Morning
KF_20230810_b-matching-0.results_16,sbc,Right,False,0.49,0.377,-0.112,11:29,11:29,12,Late Morning
KF_20230810_b-matching-0.results_17,bullseye_low_separate,Right,False,0.49,0.553,0.064,11:29,11:29,10,Late Morning
KF_20230810_b-matching-0.results_18,checkerboard,Right,True,0.5,0.549,0.05,11:29,11:29,18,Late Morning
KF_20230810_b-matching-0.results_19,bullseye_high_freq,Left,False,0.5,0.46,-0.039,11:29,11:30,10,Late Morning
KF_20230810_b-matching-0.results_20,sbc,Left,False,0.49,0.503,0.014,11:30,11:30,15,Late Morning
KF_20230810_b-matching-0.results_21,sbc_separate,Right,False,0.51,0.499,-0.011,11:30,11:30,8,Late Morning
KF_20230810_b-matching-2.results_0,catch_trial_white_3,Right,False,0.5,0.517,0.018,11:35,11:36,9,Late Morning
KF_20230810_b-matching-2.results_1,sbc,Right,False,0.51,0.44,-0.07,11:36,11:36,8,Late Morning
KF_20230810_b-matching-2.results_2,checkerboard,Right,False,0.49,0.501,0.012,11:36,11:36,2,Late Morning
KF_20230810_b-matching-2.results_3,strip,Left,False,0.51,0.582,0.072,11:36,11:36,7,Late Morning
KF_20230810_b-matching-2.results_4,bullseye_low_separate,Left,False,0.51,0.591,0.081,11:36,11:36,5,Late Morning
KF_20230810_b-matching-2.results_5,catch_trial_black_3,Right,False,0.5,0.543,0.044,11:36,11:36,5,Late Morning
KF_20230810_b-matching-2.results_6,bullseye_high_freq,Left,False,0.49,0.569,0.079,11:36,11:36,8,Late Morning
KF_20230810_b-matching-2.results_7,whites,Right,False,0.49,0.608,0.118,11:36,11:37,21,Late Morning
KF_20230810_b-matching-2.results_8,checkerboard,Left,False,0.49,0.507,0.018,11:37,11:37,21,Late Morning
KF_20230810_b-matching-2.results_9,whites_separate,Left,True,0.5,0.54,0.041,11:37,11:37,4,Late Morning
KF_20230810_b-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.61,0.11,11:37,11:37,5,Late Morning
KF_20230810_b-matching-2.results_11,bullseye_low_separate,Right,False,0.51,0.546,0.037,11:37,11:37,6,Late Morning
KF_20230810_b-matching-2.results_12,bullseye_high_freq,Right,False,0.49,0.614,0.124,11:37,11:37,10,Late Morning
KF_20230810_b-matching-2.results_13,whites,Left,False,0.49,0.549,0.06,11:37,11:38,12,Late Morning
KF_20230810_b-matching-2.results_14,sbc_separate,Left,True,0.5,0.593,0.093,11:38,11:38,6,Late Morning
KF_20230810_b-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.571,0.071,11:38,11:38,2,Late Morning
KF_20230810_b-matching-2.results_16,checkerboard_separate,Left,True,0.5,0.564,0.064,11:38,11:38,5,Late Morning
KF_20230810_b-matching-2.results_17,sbc_separate,Right,False,0.5,0.651,0.152,11:38,11:38,8,Late Morning
KF_20230810_b-matching-2.results_18,whites_separate,Right,False,0.5,0.574,0.074,11:38,11:38,14,Late Morning
KF_20230810_b-matching-2.results_19,strip,Right,True,0.51,0.556,0.047,11:38,11:38,12,Late Morning
KF_20230810_b-matching-2.results_20,checkerboard_separate,Right,True,0.5,0.468,-0.031,11:38,11:38,9,Late Morning
KF_20230810_b-matching-2.results_21,sbc,Left,False,0.51,0.615,0.105,11:38,11:39,11,Late Morning
TT_20230811_b-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.601,0.101,15:24,15:25,23,Afternoon
TT_20230811_b-matching-2.results_1,whites_separate,Left,False,0.5,0.445,-0.054,15:25,15:25,16,Afternoon
TT_20230811_b-matching-2.results_2,whites_separate,Right,False,0.5,0.44,-0.06,15:25,15:26,42,Afternoon
TT_20230811_b-matching-2.results_3,whites,Right,False,0.49,0.387,-0.102,15:26,15:27,53,Afternoon
TT_20230811_b-matching-2.results_4,checkerboard,Right,True,0.49,0.407,-0.083,15:27,15:27,26,Afternoon
TT_20230811_b-matching-2.results_5,catch_trial_white_3,Right,False,0.5,0.386,-0.113,15:27,15:27,16,Afternoon
TT_20230811_b-matching-2.results_6,bullseye_high_freq,Right,True,0.49,0.429,-0.061,15:27,15:28,36,Afternoon
TT_20230811_b-matching-2.results_7,sbc,Right,False,0.51,0.406,-0.103,15:28,15:29,80,Afternoon
TT_20230811_b-matching-2.results_8,sbc_separate,Right,True,0.5,0.422,-0.078,15:29,15:30,12,Afternoon
TT_20230811_b-matching-2.results_9,checkerboard_separate,Left,False,0.5,0.502,0.003,15:30,15:30,14,Afternoon
TT_20230811_b-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.421,-0.079,15:30,15:31,51,Afternoon
TT_20230811_b-matching-2.results_11,sbc,Left,True,0.51,0.559,0.05,15:31,15:31,12,Afternoon
TT_20230811_b-matching-2.results_12,bullseye_high_freq,Left,False,0.49,0.492,0.003,15:31,15:31,8,Afternoon
TT_20230811_b-matching-2.results_13,bullseye_low_separate,Left,False,0.51,0.526,0.017,15:31,15:31,25,Afternoon
TT_20230811_b-matching-2.results_14,bullseye_low_separate,Right,True,0.51,0.452,-0.057,15:31,15:32,19,Afternoon
TT_20230811_b-matching-2.results_15,catch_trial_black_3,Right,False,0.5,0.658,0.159,15:32,15:32,26,Afternoon
TT_20230811_b-matching-2.results_16,sbc_separate,Left,False,0.5,0.557,0.058,15:32,15:33,30,Afternoon
TT_20230811_b-matching-2.results_17,checkerboard_separate,Right,True,0.5,0.471,-0.029,15:33,15:33,32,Afternoon
TT_20230811_b-matching-2.results_18,whites,Left,True,0.49,0.484,-0.006,15:33,15:34,25,Afternoon
TT_20230811_b-matching-2.results_19,strip,Right,False,0.51,0.511,0.002,15:34,15:34,37,Afternoon
TT_20230811_b-matching-2.results_20,checkerboard,Left,False,0.49,0.456,-0.033,15:34,15:34,11,Afternoon
TT_20230811_b-matching-2.results_21,strip,Left,False,0.51,0.496,-0.014,15:34,15:35,19,Afternoon
TT_20230811_b-matching-1.results_0,catch_trial_white_3,Right,False,0.5,0.414,-0.086,15:13,15:14,16,Afternoon
TT_20230811_b-matching-1.results_1,bullseye_high_freq,Left,False,0.51,0.489,-0.021,15:14,15:14,19,Afternoon
TT_20230811_b-matching-1.results_2,sbc_separate,Right,True,0.49,0.431,-0.059,15:14,15:14,10,Afternoon
TT_20230811_b-matching-1.results_3,bullseye_high_freq,Right,False,0.51,0.396,-0.113,15:14,15:15,29,Afternoon
TT_20230811_b-matching-1.results_4,checkerboard,Right,False,0.51,0.431,-0.079,15:15,15:15,35,Afternoon
TT_20230811_b-matching-1.results_5,catch_trial_white_3,Left,False,0.5,0.371,-0.129,15:15,15:15,8,Afternoon
TT_20230811_b-matching-1.results_6,checkerboard_separate,Right,False,0.49,0.386,-0.103,15:15,15:16,15,Afternoon
TT_20230811_b-matching-1.results_7,sbc_separate,Left,True,0.49,0.557,0.068,15:16,15:16,8,Afternoon
TT_20230811_b-matching-1.results_8,sbc,Left,False,0.5,0.588,0.088,15:16,15:16,18,Afternoon
TT_20230811_b-matching-1.results_9,whites_separate,Right,True,0.49,0.419,-0.071,15:16,15:17,58,Afternoon
TT_20230811_b-matching-1.results_10,catch_trial_black_3,Left,False,0.5,0.559,0.06,15:17,15:17,17,Afternoon
TT_20230811_b-matching-1.results_11,sbc,Right,False,0.5,0.46,-0.039,15:17,15:18,22,Afternoon
TT_20230811_b-matching-1.results_12,whites_separate,Left,False,0.49,0.447,-0.042,15:18,15:18,28,Afternoon
TT_20230811_b-matching-1.results_13,bullseye_low_separate,Right,False,0.5,0.461,-0.038,15:18,15:19,20,Afternoon
TT_20230811_b-matching-1.results_14,strip,Right,True,0.5,0.521,0.022,15:19,15:20,77,Afternoon
TT_20230811_b-matching-1.results_15,catch_trial_black_3,Right,False,0.5,0.606,0.106,15:20,15:21,63,Afternoon
TT_20230811_b-matching-1.results_16,whites,Left,False,0.51,0.486,-0.024,15:21,15:21,32,Afternoon
TT_20230811_b-matching-1.results_17,bullseye_low_separate,Left,True,0.5,0.529,0.03,15:21,15:22,40,Afternoon
TT_20230811_b-matching-1.results_18,strip,Left,False,0.5,0.498,-0.002,15:22,15:23,27,Afternoon
TT_20230811_b-matching-1.results_19,checkerboard_separate,Left,False,0.49,0.484,-0.006,15:23,15:23,25,Afternoon
TT_20230811_b-matching-1.results_20,checkerboard,Left,True,0.51,0.493,-0.017,15:23,15:23,26,Afternoon
TT_20230811_b-matching-1.results_21,whites,Right,True,0.51,0.469,-0.041,15:23,15:24,67,Afternoon
TT_20230811_b-matching-0.results_0,catch_trial_black_3,Right,False,0.5,0.655,0.156,15:05,15:05,19,Afternoon
TT_20230811_b-matching-0.results_1,checkerboard,Right,False,0.5,0.441,-0.059,15:05,15:06,9,Afternoon
TT_20230811_b-matching-0.results_2,checkerboard_separate,Right,False,0.51,0.428,-0.082,15:06,15:06,31,Afternoon
TT_20230811_b-matching-0.results_3,bullseye_low_separate,Right,True,0.49,0.389,-0.1,15:06,15:06,21,Afternoon
TT_20230811_b-matching-0.results_4,sbc,Right,False,0.49,0.342,-0.147,15:06,15:07,34,Afternoon
TT_20230811_b-matching-0.results_5,catch_trial_white_3,Left,False,0.5,0.41,-0.09,15:07,15:07,12,Afternoon
TT_20230811_b-matching-0.results_6,bullseye_high_freq,Left,True,0.5,0.563,0.063,15:07,15:07,5,Afternoon
TT_20230811_b-matching-0.results_7,sbc,Left,True,0.49,0.597,0.107,15:07,15:07,8,Afternoon
TT_20230811_b-matching-0.results_8,bullseye_high_freq,Right,True,0.5,0.402,-0.097,15:07,15:08,50,Afternoon
TT_20230811_b-matching-0.results_9,whites,Right,True,0.5,0.425,-0.075,15:08,15:09,40,Afternoon
TT_20230811_b-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.37,-0.13,15:09,15:10,41,Afternoon
TT_20230811_b-matching-0.results_11,strip,Left,True,0.49,0.509,0.02,15:10,15:10,12,Afternoon
TT_20230811_b-matching-0.results_12,sbc_separate,Right,True,0.51,0.389,-0.121,15:10,15:10,25,Afternoon
TT_20230811_b-matching-0.results_13,checkerboard_separate,Left,True,0.51,0.556,0.047,15:10,15:11,25,Afternoon
TT_20230811_b-matching-0.results_14,whites,Left,False,0.5,0.496,-0.004,15:11,15:11,17,Afternoon
TT_20230811_b-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.576,0.076,15:11,15:11,21,Afternoon
TT_20230811_b-matching-0.results_16,whites_separate,Left,False,0.51,0.522,0.013,15:11,15:11,11,Afternoon
TT_20230811_b-matching-0.results_17,sbc_separate,Left,True,0.51,0.569,0.059,15:11,15:12,11,Afternoon
TT_20230811_b-matching-0.results_18,strip,Right,False,0.49,0.45,-0.039,15:12,15:12,11,Afternoon
TT_20230811_b-matching-0.results_19,checkerboard,Left,True,0.5,0.509,0.01,15:12,15:13,39,Afternoon
TT_20230811_b-matching-0.results_20,whites_separate,Right,True,0.51,0.455,-0.054,15:13,15:13,42,Afternoon
TT_20230811_b-matching-0.results_21,bullseye_low_separate,Left,True,0.49,0.5,0.011,15:13,15:13,13,Afternoon
